Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Acetovir,Antipyretic,Injection,399 mg,GlaxoSmithKline plc,Depression,Prescription
Metovir,Antipyretic,Tablet,463 mg,Biogen Inc.,Diabetes,Prescription
Claristatin,Antiviral,Inhaler,803 mg,AstraZeneca plc,Virus,Prescription
Metomycin,Antiseptic,Capsule,200 mg,Johnson & Johnson,Depression,Prescription
Amoxiprofen,Antipyretic,Capsule,880 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Amoxistatin,Antiseptic,Inhaler,852 mg,Sanofi S.A.,Wound,Prescription
Metocillin,Antidepressant,Injection,316 mg,Pfizer Inc.,Infection,Prescription
Amoxinazole,Antifungal,Capsule,187 mg,Roche Holding AG,Virus,Prescription
Metomycin,Analgesic,Tablet,980 mg,CSL Limited,Wound,Over-the-Counter
Acetomycin,Antiviral,Capsule,381 mg,"Merck & Co., Inc.",Diabetes,Prescription
Acetomet,Antiviral,Injection,261 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Ibuprovir,Antidepressant,Injection,472 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Acetophen,Antidepressant,Ointment,626 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Dextromycin,Analgesic,Tablet,166 mg,Johnson & Johnson,Diabetes,Prescription
Ibuprovir,Antipyretic,Injection,77 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Dolonazole,Antidepressant,Cream,547 mg,Biogen Inc.,Virus,Over-the-Counter
Metoprofen,Antibiotic,Injection,266 mg,Sanofi S.A.,Pain,Over-the-Counter
Acetoprofen,Antipyretic,Tablet,962 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Dextronazole,Antiseptic,Injection,897 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Claristatin,Antiseptic,Ointment,625 mg,Biogen Inc.,Fever,Prescription
Clariphen,Antidepressant,Syrup,368 mg,Eli Lilly and Company,Wound,Over-the-Counter
Cefnazole,Antidepressant,Syrup,30 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Amoxinazole,Antidepressant,Ointment,696 mg,AbbVie Inc.,Infection,Prescription
Metostatin,Antidiabetic,Tablet,153 mg,Sanofi S.A.,Infection,Prescription
Ibuprovir,Antipyretic,Ointment,175 mg,Novartis AG,Fungus,Over-the-Counter
Claricillin,Antiviral,Capsule,656 mg,Sanofi S.A.,Fever,Over-the-Counter
Acetocillin,Antibiotic,Ointment,5 mg,Amgen Inc.,Depression,Prescription
Dolomet,Antibiotic,Injection,344 mg,Bristol-Myers Squibb Company,Wound,Prescription
Cefmet,Antifungal,Drops,729 mg,Novartis AG,Depression,Prescription
Dolomet,Antidiabetic,Inhaler,485 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Acetostatin,Antidiabetic,Cream,315 mg,Eli Lilly and Company,Fungus,Prescription
Acetovir,Antiviral,Inhaler,582 mg,Novartis AG,Wound,Over-the-Counter
Cefnazole,Antidiabetic,Inhaler,690 mg,AstraZeneca plc,Wound,Prescription
Dolostatin,Antipyretic,Tablet,66 mg,CSL Limited,Fungus,Prescription
Metovir,Antiseptic,Syrup,881 mg,AstraZeneca plc,Wound,Prescription
Dextrophen,Analgesic,Drops,803 mg,Biogen Inc.,Fever,Over-the-Counter
Ibuproprofen,Antibiotic,Capsule,113 mg,Sanofi S.A.,Infection,Prescription
Dolovir,Antidiabetic,Drops,45 mg,CSL Limited,Fungus,Prescription
Ibupronazole,Antifungal,Cream,878 mg,Novartis AG,Depression,Prescription
Dolophen,Antiseptic,Drops,334 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Dextromet,Antiviral,Injection,607 mg,Amgen Inc.,Depression,Over-the-Counter
Dextromet,Antiviral,Drops,476 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Cefprofen,Antiseptic,Syrup,211 mg,Novo Nordisk A/S,Fever,Prescription
Cefstatin,Antifungal,Injection,834 mg,"Merck & Co., Inc.",Virus,Prescription
Dolocillin,Antiseptic,Capsule,151 mg,Eli Lilly and Company,Pain,Over-the-Counter
Dolophen,Antifungal,Cream,894 mg,Novo Nordisk A/S,Fever,Prescription
Acetovir,Antiseptic,Syrup,779 mg,AstraZeneca plc,Fever,Over-the-Counter
Cefmet,Antiviral,Capsule,974 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Cefmet,Antidepressant,Drops,508 mg,Bayer AG,Fever,Over-the-Counter
Amoximet,Antipyretic,Ointment,720 mg,Sanofi S.A.,Pain,Over-the-Counter
Claristatin,Antiseptic,Syrup,24 mg,Amgen Inc.,Fever,Over-the-Counter
Dolomet,Antidepressant,Drops,934 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Clarinazole,Antipyretic,Injection,425 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Dolophen,Analgesic,Tablet,823 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Dextroprofen,Antipyretic,Injection,794 mg,Bayer AG,Virus,Prescription
Clarimet,Antibiotic,Capsule,628 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Amoxistatin,Antibiotic,Capsule,901 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Acetostatin,Antiseptic,Inhaler,532 mg,"Merck & Co., Inc.",Virus,Prescription
Dextronazole,Analgesic,Cream,896 mg,Johnson & Johnson,Virus,Over-the-Counter
Dextrostatin,Antifungal,Capsule,775 mg,Bayer AG,Wound,Over-the-Counter
Cefmet,Antifungal,Ointment,831 mg,Biogen Inc.,Depression,Prescription
Dextrostatin,Antidiabetic,Inhaler,734 mg,Roche Holding AG,Fever,Prescription
Claristatin,Antiviral,Capsule,843 mg,CSL Limited,Wound,Prescription
Amoxicillin,Antifungal,Capsule,364 mg,Sanofi S.A.,Virus,Over-the-Counter
Dolomycin,Antifungal,Syrup,964 mg,Novartis AG,Wound,Over-the-Counter
Ibuprovir,Antiviral,Injection,54 mg,Bristol-Myers Squibb Company,Depression,Prescription
Amoxinazole,Analgesic,Capsule,29 mg,Bristol-Myers Squibb Company,Depression,Prescription
Dextrophen,Antiseptic,Syrup,172 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Claristatin,Antiseptic,Cream,530 mg,Biogen Inc.,Diabetes,Over-the-Counter
Dextrocillin,Antipyretic,Cream,974 mg,Roche Holding AG,Fever,Over-the-Counter
Dolostatin,Antidiabetic,Ointment,326 mg,AstraZeneca plc,Depression,Over-the-Counter
Amoxistatin,Antidiabetic,Ointment,901 mg,Novartis AG,Fungus,Prescription
Ibuprovir,Antiseptic,Syrup,125 mg,Sanofi S.A.,Infection,Over-the-Counter
Cefstatin,Antidiabetic,Ointment,95 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Dolonazole,Analgesic,Tablet,213 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Doloprofen,Antibiotic,Ointment,522 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Dextrocillin,Antidiabetic,Injection,167 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Metoprofen,Antibiotic,Tablet,431 mg,Biogen Inc.,Virus,Prescription
Ibuprovir,Antidiabetic,Ointment,286 mg,Sanofi S.A.,Virus,Prescription
Cefphen,Antidiabetic,Injection,256 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Ibuprophen,Antibiotic,Inhaler,554 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Clarivir,Antiviral,Capsule,927 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Claristatin,Analgesic,Ointment,221 mg,Sanofi S.A.,Depression,Over-the-Counter
Ibuprovir,Antiseptic,Capsule,88 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Acetoprofen,Antiviral,Tablet,811 mg,"Gilead Sciences, Inc.",Fever,Prescription
Cefcillin,Antidepressant,Drops,729 mg,Amgen Inc.,Infection,Over-the-Counter
Cefphen,Antibiotic,Ointment,816 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Amoxistatin,Antidepressant,Drops,303 mg,Pfizer Inc.,Infection,Over-the-Counter
Amoximycin,Analgesic,Capsule,312 mg,Amgen Inc.,Wound,Over-the-Counter
Dextroprofen,Antidepressant,Ointment,775 mg,AbbVie Inc.,Infection,Over-the-Counter
Cefmet,Antiviral,Ointment,713 mg,CSL Limited,Diabetes,Prescription
Metostatin,Analgesic,Cream,929 mg,Roche Holding AG,Fever,Over-the-Counter
Acetonazole,Antidiabetic,Inhaler,529 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Ibuprophen,Antiviral,Ointment,357 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Clarimet,Analgesic,Ointment,654 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Amoxivir,Antifungal,Injection,718 mg,Bayer AG,Pain,Over-the-Counter
Metonazole,Antibiotic,Capsule,994 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Amoximet,Antiseptic,Inhaler,366 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Amoxivir,Antidepressant,Capsule,300 mg,Novo Nordisk A/S,Diabetes,Prescription
Cefphen,Antifungal,Inhaler,580 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Clariphen,Antipyretic,Drops,81 mg,AstraZeneca plc,Pain,Prescription
Amoxistatin,Antipyretic,Cream,805 mg,Roche Holding AG,Fever,Over-the-Counter
Ibuproprofen,Antidiabetic,Capsule,396 mg,AbbVie Inc.,Depression,Prescription
Ibupromycin,Antipyretic,Syrup,492 mg,Amgen Inc.,Fungus,Over-the-Counter
Doloprofen,Antiviral,Injection,737 mg,Novo Nordisk A/S,Fungus,Prescription
Claristatin,Antiviral,Tablet,163 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Clariphen,Antiseptic,Capsule,407 mg,Eli Lilly and Company,Fever,Over-the-Counter
Amoxicillin,Antiseptic,Drops,30 mg,Pfizer Inc.,Infection,Prescription
Metomet,Analgesic,Drops,328 mg,AbbVie Inc.,Fever,Prescription
Dolocillin,Antidepressant,Injection,161 mg,Roche Holding AG,Fungus,Over-the-Counter
Acetomycin,Analgesic,Tablet,14 mg,Sanofi S.A.,Infection,Prescription
Ibupronazole,Analgesic,Injection,647 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Dolonazole,Antiviral,Syrup,914 mg,Bayer AG,Diabetes,Prescription
Amoxinazole,Antiseptic,Syrup,409 mg,Pfizer Inc.,Wound,Over-the-Counter
Ibupromycin,Antibiotic,Tablet,17 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Amoxiprofen,Antiviral,Syrup,52 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Metoprofen,Antifungal,Inhaler,465 mg,Bayer AG,Fever,Over-the-Counter
Dextrophen,Antidiabetic,Cream,109 mg,Novo Nordisk A/S,Diabetes,Prescription
Metoprofen,Antipyretic,Syrup,243 mg,Amgen Inc.,Fever,Over-the-Counter
Metomet,Antiseptic,Cream,703 mg,Bayer AG,Virus,Prescription
Claricillin,Antifungal,Capsule,940 mg,Amgen Inc.,Depression,Prescription
Dextronazole,Antiviral,Inhaler,444 mg,Johnson & Johnson,Wound,Over-the-Counter
Amoximycin,Antibiotic,Ointment,254 mg,Johnson & Johnson,Depression,Prescription
Dextrovir,Antipyretic,Ointment,100 mg,Bristol-Myers Squibb Company,Wound,Prescription
Dextromycin,Antidepressant,Cream,247 mg,AbbVie Inc.,Wound,Over-the-Counter
Cefprofen,Antiseptic,Injection,809 mg,Eli Lilly and Company,Diabetes,Prescription
Dextrovir,Antiviral,Cream,639 mg,AstraZeneca plc,Diabetes,Prescription
Acetoprofen,Antifungal,Capsule,668 mg,"Merck & Co., Inc.",Fever,Prescription
Cefstatin,Antifungal,Capsule,616 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Ibupromycin,Antiviral,Injection,741 mg,Johnson & Johnson,Depression,Over-the-Counter
Ibupromycin,Antipyretic,Syrup,369 mg,Roche Holding AG,Fungus,Prescription
Clarimycin,Antiseptic,Injection,925 mg,"Merck & Co., Inc.",Virus,Prescription
Claricillin,Antidiabetic,Injection,774 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Dextroprofen,Antipyretic,Cream,187 mg,CSL Limited,Fungus,Over-the-Counter
Ibuprostatin,Antiseptic,Tablet,909 mg,Pfizer Inc.,Infection,Over-the-Counter
Ibuproprofen,Antiseptic,Inhaler,965 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Dolocillin,Antipyretic,Injection,660 mg,Roche Holding AG,Infection,Over-the-Counter
Amoxicillin,Antiseptic,Tablet,785 mg,CSL Limited,Fever,Prescription
Acetomet,Antidepressant,Syrup,404 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Amoxiphen,Antiviral,Injection,14 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Cefnazole,Antidepressant,Tablet,91 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Amoxinazole,Analgesic,Cream,685 mg,Bristol-Myers Squibb Company,Infection,Prescription
Ibupromet,Antidepressant,Injection,855 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Dolomet,Antiviral,Syrup,312 mg,AstraZeneca plc,Infection,Over-the-Counter
Ibupromycin,Antiviral,Syrup,666 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Acetophen,Antiseptic,Capsule,20 mg,Bayer AG,Depression,Prescription
Amoxiprofen,Analgesic,Ointment,221 mg,Biogen Inc.,Diabetes,Prescription
Clariphen,Antiseptic,Injection,573 mg,Novo Nordisk A/S,Virus,Prescription
Dolonazole,Analgesic,Drops,203 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Cefcillin,Antidiabetic,Syrup,234 mg,CSL Limited,Infection,Over-the-Counter
Dextrovir,Antibiotic,Inhaler,664 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Metoprofen,Antidepressant,Ointment,717 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Clariprofen,Analgesic,Ointment,923 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Cefmet,Antibiotic,Tablet,419 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Acetophen,Analgesic,Capsule,906 mg,Roche Holding AG,Wound,Prescription
Cefvir,Antiviral,Syrup,380 mg,CSL Limited,Virus,Over-the-Counter
Clariprofen,Antidiabetic,Inhaler,419 mg,Novartis AG,Fungus,Prescription
Clarinazole,Antidiabetic,Inhaler,707 mg,"Gilead Sciences, Inc.",Infection,Prescription
Amoxistatin,Antidiabetic,Injection,53 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Ibupromet,Antipyretic,Injection,521 mg,Johnson & Johnson,Pain,Prescription
Ibuprocillin,Antidepressant,Inhaler,407 mg,Eli Lilly and Company,Wound,Over-the-Counter
Metomet,Antiviral,Capsule,901 mg,GlaxoSmithKline plc,Wound,Prescription
Acetostatin,Antiseptic,Tablet,968 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Clarimet,Antiseptic,Syrup,649 mg,Pfizer Inc.,Infection,Over-the-Counter
Amoximycin,Antifungal,Injection,836 mg,Pfizer Inc.,Depression,Prescription
Claristatin,Antidiabetic,Cream,335 mg,AstraZeneca plc,Virus,Over-the-Counter
Dextrocillin,Antibiotic,Cream,225 mg,Amgen Inc.,Diabetes,Over-the-Counter
Acetovir,Analgesic,Tablet,392 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Dolocillin,Antifungal,Drops,279 mg,Novartis AG,Fever,Over-the-Counter
Doloprofen,Antiviral,Cream,36 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Doloprofen,Antibiotic,Injection,313 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Dolostatin,Antipyretic,Syrup,379 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Metovir,Antifungal,Capsule,162 mg,Bristol-Myers Squibb Company,Virus,Prescription
Metoprofen,Antidepressant,Tablet,884 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Acetovir,Analgesic,Inhaler,76 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Dextrovir,Antidepressant,Cream,920 mg,Bayer AG,Depression,Over-the-Counter
Cefmet,Antiseptic,Syrup,146 mg,Amgen Inc.,Virus,Over-the-Counter
Amoxiphen,Antibiotic,Tablet,364 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Acetovir,Antidepressant,Capsule,320 mg,"Merck & Co., Inc.",Fungus,Prescription
Ibupromycin,Antibiotic,Tablet,622 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Amoxistatin,Antifungal,Capsule,285 mg,Pfizer Inc.,Infection,Prescription
Claristatin,Antipyretic,Capsule,949 mg,Eli Lilly and Company,Virus,Over-the-Counter
Dolomycin,Antidepressant,Ointment,257 mg,AstraZeneca plc,Depression,Over-the-Counter
Acetovir,Antifungal,Drops,366 mg,AbbVie Inc.,Virus,Prescription
Dolophen,Antipyretic,Ointment,168 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Acetonazole,Antibiotic,Drops,244 mg,Amgen Inc.,Fungus,Prescription
Dextrostatin,Antibiotic,Tablet,281 mg,Johnson & Johnson,Infection,Prescription
Claristatin,Analgesic,Drops,382 mg,AbbVie Inc.,Fungus,Prescription
Acetonazole,Antibiotic,Drops,922 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Clarinazole,Antidepressant,Inhaler,746 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Dextromycin,Antipyretic,Tablet,37 mg,AstraZeneca plc,Fever,Over-the-Counter
Dolocillin,Antidepressant,Tablet,882 mg,Novartis AG,Fungus,Over-the-Counter
Clarivir,Antifungal,Injection,347 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Metophen,Analgesic,Tablet,67 mg,Novo Nordisk A/S,Depression,Prescription
Metonazole,Antifungal,Tablet,884 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Amoximycin,Analgesic,Inhaler,857 mg,Amgen Inc.,Diabetes,Over-the-Counter
Dolomycin,Antiseptic,Inhaler,423 mg,Bayer AG,Fungus,Over-the-Counter
Clariprofen,Antibiotic,Syrup,820 mg,"Merck & Co., Inc.",Fever,Prescription
Amoxinazole,Antiseptic,Tablet,205 mg,AbbVie Inc.,Pain,Over-the-Counter
Ibupromycin,Antidepressant,Syrup,939 mg,"Gilead Sciences, Inc.",Wound,Prescription
Ibuprocillin,Antidepressant,Inhaler,243 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Clariprofen,Antiseptic,Inhaler,607 mg,CSL Limited,Virus,Over-the-Counter
Cefvir,Analgesic,Syrup,189 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Ibupromycin,Antipyretic,Tablet,290 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Amoxinazole,Antidepressant,Tablet,919 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Clarinazole,Antifungal,Ointment,123 mg,AstraZeneca plc,Wound,Over-the-Counter
Claristatin,Antidepressant,Cream,255 mg,AbbVie Inc.,Depression,Over-the-Counter
Dolovir,Analgesic,Inhaler,858 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Ibuprocillin,Antibiotic,Tablet,560 mg,AstraZeneca plc,Virus,Prescription
Ibupromet,Antibiotic,Ointment,849 mg,Novartis AG,Depression,Over-the-Counter
Ibuprostatin,Antidepressant,Capsule,539 mg,Novartis AG,Infection,Prescription
Ibupromet,Antidepressant,Drops,860 mg,Johnson & Johnson,Pain,Prescription
Dextrocillin,Antipyretic,Cream,13 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Amoxiprofen,Antidiabetic,Capsule,611 mg,CSL Limited,Fungus,Over-the-Counter
Claricillin,Antipyretic,Syrup,950 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Ibuprocillin,Antidiabetic,Ointment,218 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Cefmet,Antifungal,Tablet,799 mg,Pfizer Inc.,Infection,Over-the-Counter
Dolomycin,Antipyretic,Capsule,655 mg,Bayer AG,Depression,Prescription
Ibuprovir,Antiviral,Ointment,371 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Metonazole,Antibiotic,Ointment,582 mg,Johnson & Johnson,Wound,Over-the-Counter
Amoxicillin,Antiviral,Tablet,672 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Acetoprofen,Antidepressant,Syrup,756 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Dolonazole,Antiviral,Ointment,739 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Ibuprocillin,Antibiotic,Ointment,742 mg,"Merck & Co., Inc.",Diabetes,Prescription
Amoxinazole,Antifungal,Capsule,318 mg,AstraZeneca plc,Fungus,Prescription
Metoprofen,Analgesic,Inhaler,149 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dolocillin,Antiseptic,Cream,602 mg,Bayer AG,Fever,Prescription
Cefmet,Antidiabetic,Inhaler,835 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Clarivir,Antiseptic,Injection,972 mg,Bristol-Myers Squibb Company,Fever,Prescription
Cefphen,Analgesic,Syrup,97 mg,CSL Limited,Depression,Over-the-Counter
Amoxinazole,Antibiotic,Drops,72 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Metostatin,Antiviral,Syrup,566 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Dextrocillin,Analgesic,Injection,759 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Dextrovir,Antifungal,Ointment,414 mg,GlaxoSmithKline plc,Pain,Prescription
Acetovir,Antiseptic,Tablet,687 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Clariphen,Antipyretic,Capsule,533 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Amoxinazole,Antibiotic,Inhaler,384 mg,Roche Holding AG,Diabetes,Over-the-Counter
Cefmet,Analgesic,Drops,314 mg,Biogen Inc.,Depression,Over-the-Counter
Amoximycin,Antiseptic,Syrup,969 mg,"Merck & Co., Inc.",Wound,Prescription
Dextroprofen,Antiviral,Injection,14 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Dextrovir,Analgesic,Capsule,454 mg,Johnson & Johnson,Wound,Over-the-Counter
Metovir,Antipyretic,Cream,461 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Ibuprostatin,Antifungal,Drops,248 mg,CSL Limited,Virus,Prescription
Acetostatin,Antidiabetic,Drops,74 mg,AstraZeneca plc,Virus,Over-the-Counter
Dextromycin,Analgesic,Tablet,685 mg,Amgen Inc.,Pain,Over-the-Counter
Cefmet,Antidepressant,Injection,247 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Doloprofen,Antidepressant,Injection,748 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Dolocillin,Antiviral,Ointment,109 mg,Bayer AG,Fever,Prescription
Dextromet,Analgesic,Capsule,874 mg,GlaxoSmithKline plc,Depression,Prescription
Cefmet,Antiviral,Drops,747 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Clarinazole,Antiseptic,Cream,776 mg,GlaxoSmithKline plc,Diabetes,Prescription
Acetomet,Analgesic,Capsule,677 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Dextrocillin,Antiseptic,Syrup,630 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Dextronazole,Antidiabetic,Syrup,289 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Amoxiphen,Antifungal,Cream,331 mg,Roche Holding AG,Infection,Over-the-Counter
Acetovir,Antidiabetic,Injection,421 mg,CSL Limited,Depression,Over-the-Counter
Metophen,Antiseptic,Drops,32 mg,Amgen Inc.,Diabetes,Prescription
Claricillin,Antidiabetic,Inhaler,20 mg,"Gilead Sciences, Inc.",Pain,Prescription
Cefmet,Antibiotic,Cream,868 mg,AbbVie Inc.,Wound,Over-the-Counter
Dextrocillin,Antiviral,Cream,558 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Metostatin,Antipyretic,Inhaler,226 mg,Amgen Inc.,Infection,Over-the-Counter
Amoxistatin,Antiseptic,Injection,800 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Metomet,Antipyretic,Cream,728 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Amoximycin,Antiviral,Cream,958 mg,"Gilead Sciences, Inc.",Fever,Prescription
Cefstatin,Antidiabetic,Tablet,901 mg,AbbVie Inc.,Depression,Over-the-Counter
Ibuproprofen,Antidepressant,Ointment,246 mg,Biogen Inc.,Infection,Over-the-Counter
Dolomycin,Antipyretic,Ointment,839 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Dolonazole,Antidiabetic,Tablet,323 mg,"Gilead Sciences, Inc.",Fever,Prescription
Cefnazole,Antifungal,Drops,178 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Dextrostatin,Antibiotic,Capsule,579 mg,AbbVie Inc.,Infection,Over-the-Counter
Clarinazole,Antifungal,Drops,196 mg,CSL Limited,Wound,Prescription
Ibupromycin,Antiviral,Ointment,127 mg,Biogen Inc.,Wound,Prescription
Ibuprovir,Antifungal,Injection,109 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
